Recording,Participant,Timeline,TOI,Interval,Media,AOI,AOI_size,Duration_of_interval,Start_of_interval,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Last_AOI_viewed,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Total_duration_of_Glances,Average_duration_of_Glances,Minimum_duration_of_Glances,Maximum_duration_of_Glances,Number_of_Glances,Time_to_first_Glance,Duration_of_first_Glance,Number_of_mouse_clicks,Time_to_first_mouse_click,Time_from_first_fixation_to_mouse_click,Number_of_mouse_clicks_and_releases,Time_from_first_fixation_to_mouse_click_and_release,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade
VT122,VT122,Timeline1,T1_Prisoner-15sec,1,T1_Prisoner-15sec,jug_cup,7301,15002,201459,1050,262.0,158.0,325.0,4,4741.0,325.0,human,4.27767,1050,262.0,158.0,325.0,4,4741.0,325.0,4.27767,1075,358.0,267.0,483.0,3,4741.0,325.0,1225,408.0,308.0,550.0,3,4700.0,367.0,0,-1.0,-1.0,0,-1.0,1,4700.0,12149.0,379.33,142.25
VT122,VT122,Timeline1,T1_Prisoner-15sec,1,T1_Prisoner-15sec,prisoner_target,1848,15002,201459,0,0.0,0.0,0.0,0,15002.0,0.0,human,3.763625230769231,0,0.0,0.0,0.0,0,15002.0,0.0,3.763625230769231,0,0.0,0.0,0.0,0,15002.0,0.0,0,0.0,0.0,0.0,0,15002.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT122,VT122,Timeline1,T1_Prisoner-15sec,1,T1_Prisoner-15sec,table,18609,15002,201459,908,227.0,133.0,375.0,4,6774.0,192.0,human,4.22746,908,227.0,133.0,375.0,4,6774.0,192.0,4.22746,967,483.0,192.0,775.0,2,6774.0,192.0,1075,537.0,242.0,833.0,2,6724.0,242.0,0,-1.0,-1.0,0,-1.0,2,6724.0,6966.0,271.59,339.15
VT122,VT122,Timeline1,T1_Prisoner-15sec,1,T1_Prisoner-15sec,window,23617,15002,201459,1900,173.0,75.0,308.0,11,550.0,125.0,human,4.17457,1900,173.0,75.0,308.0,11,550.0,125.0,4.17457,2000,286.0,75.0,708.0,7,550.0,125.0,2258,323.0,92.0,758.0,7,509.0,167.0,0,-1.0,-1.0,0,-1.0,4,509.0,675.0,220.27,184.68
VT122,VT122,Timeline1,T2_Ring-15sec,1,T2_Ring-15sec,bed,97121,15002,216461,2467,247.0,117.0,442.0,10,38.0,242.0,bed,4.03619,2308,256.0,117.0,442.0,9,38.0,242.0,4.0594,2583,323.0,158.0,725.0,8,38.0,242.0,2941,368.0,184.0,742.0,8,4.0,275.0,0,-1.0,-1.0,0,-1.0,1,4.0,1971.0,107.03,265.41
VT122,VT122,Timeline1,T2_Ring-15sec,1,T2_Ring-15sec,book,4811,15002,216461,0,0.0,0.0,0.0,0,15002.0,0.0,bed,3.763625230769231,0,0.0,0.0,0.0,0,15002.0,0.0,3.763625230769231,0,0.0,0.0,0.0,0,15002.0,0.0,0,0.0,0.0,0.0,0,15002.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT122,VT122,Timeline1,T2_Ring-15sec,1,T2_Ring-15sec,ClothesPile,20914,15002,216461,1058,212.0,108.0,450.0,5,2004.0,108.0,bed,3.93778,1058,212.0,108.0,450.0,5,2004.0,108.0,3.93778,1317,1317.0,1317.0,1317.0,1,2004.0,1317.0,1350,1350.0,1350.0,1350.0,1,1971.0,1350.0,0,-1.0,-1.0,0,-1.0,3,1971.0,3320.0,265.41,155.46
VT122,VT122,Timeline1,T2_Ring-15sec,1,T2_Ring-15sec,ladder,36501,15002,216461,2300,209.0,133.0,283.0,11,4079.0,175.0,bed,4.05141,2300,209.0,133.0,283.0,11,4079.0,175.0,4.05141,2483,497.0,150.0,1216.0,5,4079.0,483.0,2783,557.0,183.0,1283.0,5,3987.0,575.0,0,-1.0,-1.0,0,-1.0,6,3987.0,4562.0,355.06,186.73
VT122,VT122,Timeline1,T2_Ring-15sec,1,T2_Ring-15sec,ring_target,222,15002,216461,0,0.0,0.0,0.0,0,15002.0,0.0,bed,3.763625230769231,0,0.0,0.0,0.0,0,15002.0,0.0,3.763625230769231,0,0.0,0.0,0.0,0,15002.0,0.0,0,0.0,0.0,0.0,0,15002.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT122,VT122,Timeline1,T3_Umbrella-15 sec,1,T3_Umbrella-15 sec,animal_cluster,8114,15019,231463,792,264.0,167.0,367.0,3,5707.0,258.0,boy,3.84477,792,264.0,167.0,367.0,3,5707.0,258.0,3.84477,833,417.0,367.0,467.0,2,5707.0,467.0,950,475.0,417.0,533.0,2,5641.0,533.0,0,-1.0,-1.0,0,-1.0,1,5641.0,6174.0,165.77,309.93
VT122,VT122,Timeline1,T3_Umbrella-15 sec,1,T3_Umbrella-15 sec,blonde_girl,24279,15019,231463,375,187.0,108.0,267.0,2,11623.0,267.0,boy,3.61163,375,187.0,108.0,267.0,2,11623.0,267.0,3.61163,400,400.0,400.0,400.0,1,11623.0,400.0,425,425.0,425.0,425.0,1,11598.0,425.0,0,-1.0,-1.0,0,-1.0,1,11598.0,12023.0,75.16,222.57
VT122,VT122,Timeline1,T3_Umbrella-15 sec,1,T3_Umbrella-15 sec,blue_hair_girl,11219,15019,231463,333,333.0,333.0,333.0,1,9790.0,333.0,boy,3.70765,333,333.0,333.0,333.0,1,9790.0,333.0,3.70765,333,333.0,333.0,333.0,1,9790.0,333.0,375,375.0,375.0,375.0,1,9749.0,375.0,0,-1.0,-1.0,0,-1.0,0,9749.0,10124.0,252.82,146.18
VT122,VT122,Timeline1,T3_Umbrella-15 sec,1,T3_Umbrella-15 sec,boy,13078,15019,231463,1566,261.0,158.0,417.0,6,2516.0,175.0,boy,3.75787,1566,261.0,158.0,417.0,6,2516.0,175.0,3.75787,1691,846.0,342.0,1350.0,2,2516.0,1350.0,1766,883.0,367.0,1400.0,2,2466.0,1400.0,0,-1.0,-1.0,0,-1.0,4,2466.0,3866.0,211.57,375.72
VT122,VT122,Timeline1,T3_Umbrella-15 sec,1,T3_Umbrella-15 sec,tree,11785,15019,231463,817,204.0,150.0,333.0,4,1741.0,333.0,boy,3.8604,817,204.0,150.0,333.0,4,1741.0,333.0,3.8604,833,278.0,150.0,350.0,3,1741.0,333.0,942,314.0,167.0,408.0,3,1708.0,367.0,0,-1.0,-1.0,0,-1.0,1,1708.0,2075.0,233.21,302.9
VT122,VT122,Timeline1,T3_Umbrella-15 sec,1,T3_Umbrella-15 sec,umbrella_target,378,15019,231463,0,0.0,0.0,0.0,0,15019.0,0.0,boy,3.763625230769231,0,0.0,0.0,0.0,0,15019.0,0.0,3.763625230769231,0,0.0,0.0,0.0,0,15019.0,0.0,0,0.0,0.0,0.0,0,15019.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT122,VT122,Timeline1,T4_Pen-15sec,1,T4_Pen-15sec,bookshelf,36412,3951,246483,250,250.0,250.0,250.0,1,1020.0,250.0,girl,3.47769,250,250.0,250.0,250.0,1,1020.0,250.0,3.47769,250,250.0,250.0,250.0,1,1020.0,250.0,317,317.0,317.0,317.0,1,954.0,317.0,0,-1.0,-1.0,0,-1.0,0,954.0,1270.0,323.72,152.96
VT122,VT122,Timeline1,T4_Pen-15sec,1,T4_Pen-15sec,boy,34663,3951,246483,0,0.0,0.0,0.0,0,3951.0,0.0,girl,3.763625230769231,0,0.0,0.0,0.0,0,3951.0,0.0,3.763625230769231,0,0.0,0.0,0.0,0,3951.0,0.0,0,0.0,0.0,0.0,0,3951.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT122,VT122,Timeline1,T4_Pen-15sec,1,T4_Pen-15sec,cat,7463,3951,246483,317,317.0,317.0,317.0,1,1479.0,317.0,girl,3.48788,317,317.0,317.0,317.0,1,1479.0,317.0,3.48788,317,317.0,317.0,317.0,1,1479.0,317.0,358,358.0,358.0,358.0,1,1437.0,358.0,0,-1.0,-1.0,0,-1.0,0,1437.0,1795.0,346.91,102.43
VT122,VT122,Timeline1,T4_Pen-15sec,1,T4_Pen-15sec,girl,27164,3951,246483,142,142.0,142.0,142.0,1,2228.0,142.0,girl,3.59254,142,142.0,142.0,142.0,1,2228.0,142.0,3.59254,142,142.0,142.0,142.0,1,2228.0,142.0,175,175.0,175.0,175.0,1,2195.0,175.0,0,-1.0,-1.0,0,-1.0,0,0.0,2370.0,0.0,504.8
VT122,VT122,Timeline1,T4_Pen-15sec,1,T4_Pen-15sec,guitar,4774,3951,246483,0,0.0,0.0,0.0,0,3951.0,0.0,girl,3.763625230769231,0,0.0,0.0,0.0,0,3951.0,0.0,3.763625230769231,0,0.0,0.0,0.0,0,3951.0,0.0,0,0.0,0.0,0.0,0,3951.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT122,VT122,Timeline1,T4_Pen-15sec,1,T4_Pen-15sec,pen_target,443,3951,246483,283,283.0,283.0,283.0,1,1828.0,283.0,girl,3.553,283,283.0,283.0,283.0,1,1828.0,283.0,3.553,283,283.0,283.0,283.0,1,1828.0,283.0,317,317.0,317.0,317.0,1,1795.0,317.0,1,3877.0,2049.0,1,2049.0,0,1795.0,0.0,102.43,0.0
VT122,VT122,Timeline1,T4_Pen-15sec,1,T4_Pen-15sec,plant,4763,3951,246483,0,0.0,0.0,0.0,0,3951.0,0.0,girl,3.763625230769231,0,0.0,0.0,0.0,0,3951.0,0.0,3.763625230769231,0,0.0,0.0,0.0,0,3951.0,0.0,0,0.0,0.0,0.0,0,3951.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT122,VT122,Timeline1,T5_Fish-15sec,1,T5_Fish-15sec,CenterOctopusCluster,53390,15002,250433,1500,214.0,108.0,333.0,7,194.0,175.0,TreasureBox,3.7964,1500,214.0,108.0,333.0,7,194.0,175.0,3.7964,1500,214.0,108.0,333.0,7,194.0,175.0,1783,255.0,117.0,400.0,7,136.0,233.0,0,-1.0,-1.0,0,-1.0,0,136.0,4385.0,581.92,268.71
VT122,VT122,Timeline1,T5_Fish-15sec,1,T5_Fish-15sec,fish_target,535,15002,250433,175,175.0,175.0,175.0,1,2419.0,175.0,TreasureBox,3.91866,175,175.0,175.0,175.0,1,2419.0,175.0,3.91866,175,175.0,175.0,175.0,1,2419.0,175.0,217,217.0,217.0,217.0,1,2377.0,217.0,0,-1.0,-1.0,0,-1.0,0,2377.0,2594.0,210.66,615.98
VT122,VT122,Timeline1,T5_Fish-15sec,1,T5_Fish-15sec,LeftOctopusCluster,82407,15002,250433,3016,168.0,67.0,292.0,18,577.0,117.0,TreasureBox,3.73983,3016,168.0,67.0,292.0,18,577.0,117.0,3.73983,3633,605.0,217.0,1308.0,6,577.0,308.0,3891,649.0,258.0,1358.0,6,561.0,325.0,0,-1.0,-1.0,0,-1.0,11,1094.0,886.0,126.81,161.31
VT122,VT122,Timeline1,T5_Fish-15sec,1,T5_Fish-15sec,RightOctopusCluster,45395,15002,250433,1966,218.0,108.0,367.0,9,2211.0,167.0,TreasureBox,3.84022,1966,218.0,108.0,367.0,9,2211.0,167.0,3.84022,2133,533.0,167.0,808.0,4,2211.0,167.0,2308,577.0,208.0,842.0,4,2169.0,208.0,0,-1.0,-1.0,0,-1.0,5,2169.0,2377.0,236.56,210.66
VT122,VT122,Timeline1,T5_Fish-15sec,1,T5_Fish-15sec,TreasureBox,7916,15002,250433,475,158.0,125.0,183.0,3,4052.0,125.0,TreasureBox,3.55548,475,158.0,125.0,183.0,3,4052.0,125.0,3.55548,475,158.0,125.0,183.0,3,4052.0,125.0,617,206.0,167.0,267.0,3,4010.0,167.0,0,-1.0,-1.0,0,-1.0,0,4010.0,7727.0,179.54,338.21
VT122,VT122,Timeline1,T6_Heart-15sec,1,T6_Heart-15sec,BottomElephantCluster,54043,15019,265436,1125,225.0,108.0,400.0,5,4331.0,200.0,TopRightElephantCluster,3.47269,1125,225.0,108.0,400.0,5,4331.0,200.0,3.47269,1183,394.0,200.0,742.0,3,4331.0,200.0,1342,447.0,275.0,792.0,3,4256.0,275.0,0,-1.0,-1.0,0,-1.0,2,4256.0,4531.0,452.83,180.21
VT122,VT122,Timeline1,T6_Heart-15sec,1,T6_Heart-15sec,CenterElephantCluster,52353,15019,265436,1908,239.0,92.0,375.0,8,290.0,92.0,TopRightElephantCluster,3.67423,1908,239.0,92.0,375.0,8,290.0,92.0,3.67423,1933,276.0,92.0,508.0,7,290.0,92.0,2100,300.0,100.0,525.0,7,282.0,100.0,0,-1.0,-1.0,0,-1.0,1,6031.0,2248.0,339.68,173.26
VT122,VT122,Timeline1,T6_Heart-15sec,1,T6_Heart-15sec,heart_target,313,15019,265436,0,0.0,0.0,0.0,0,15019.0,0.0,TopRightElephantCluster,3.763625230769231,0,0.0,0.0,0.0,0,15019.0,0.0,3.763625230769231,0,0.0,0.0,0.0,0,15019.0,0.0,0,0.0,0.0,0.0,0,15019.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT122,VT122,Timeline1,T6_Heart-15sec,1,T6_Heart-15sec,LeftElephantCluster,50940,15019,265436,942,235.0,142.0,275.0,4,8106.0,258.0,TopRightElephantCluster,3.6681,942,235.0,142.0,275.0,4,8106.0,258.0,3.6681,1017,1017.0,1017.0,1017.0,1,8106.0,1017.0,1066,1066.0,1066.0,1066.0,1,8056.0,1066.0,0,-1.0,-1.0,0,-1.0,3,8056.0,9122.0,372.52,200.62
VT122,VT122,Timeline1,T6_Heart-15sec,1,T6_Heart-15sec,TopRightElephantCluster,61672,15019,265436,1508,251.0,167.0,375.0,6,2781.0,183.0,TopRightElephantCluster,3.75835,1508,251.0,167.0,375.0,6,2781.0,183.0,3.75835,1583,528.0,183.0,700.0,3,2781.0,183.0,1708,569.0,208.0,750.0,3,2756.0,208.0,0,-1.0,-1.0,0,-1.0,3,2756.0,2965.0,151.48,324.59
VT122,VT122,Timeline1,Toothbrush,1,Toothbrush,books,5189,4884,191740,0,0.0,0.0,0.0,0,4884.0,0.0,RightGirls,3.763625230769231,0,0.0,0.0,0.0,0,4884.0,0.0,3.763625230769231,0,0.0,0.0,0.0,0,4884.0,0.0,0,0.0,0.0,0.0,0,4884.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT122,VT122,Timeline1,Toothbrush,1,Toothbrush,CenterBoy,12946,4884,191740,0,0.0,0.0,0.0,0,4884.0,0.0,RightGirls,3.763625230769231,0,0.0,0.0,0.0,0,4884.0,0.0,3.763625230769231,0,0.0,0.0,0.0,0,4884.0,0.0,0,0.0,0.0,0.0,0,4884.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT122,VT122,Timeline1,Toothbrush,1,Toothbrush,chipsticks,708,4884,191740,0,0.0,0.0,0.0,0,4884.0,0.0,RightGirls,3.763625230769231,0,0.0,0.0,0.0,0,4884.0,0.0,3.763625230769231,0,0.0,0.0,0.0,0,4884.0,0.0,0,0.0,0.0,0.0,0,4884.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT122,VT122,Timeline1,Toothbrush,1,Toothbrush,dishware,17273,4884,191740,1108,222.0,158.0,342.0,5,911.0,158.0,RightGirls,3.75131,1108,222.0,158.0,342.0,5,911.0,158.0,3.75131,1217,608.0,342.0,875.0,2,911.0,875.0,1300,650.0,358.0,942.0,2,845.0,942.0,0,-1.0,-1.0,0,-1.0,3,845.0,2611.0,416.64,140.44
VT122,VT122,Timeline1,Toothbrush,1,Toothbrush,LeftBoys,25817,4884,191740,492,164.0,150.0,175.0,3,2644.0,167.0,RightGirls,3.74905,492,164.0,150.0,175.0,3,2644.0,167.0,3.74905,508,254.0,150.0,358.0,2,2644.0,358.0,567,283.0,175.0,392.0,2,2611.0,392.0,0,-1.0,-1.0,0,-1.0,1,2611.0,3544.0,140.44,507.47
VT122,VT122,Timeline1,Toothbrush,1,Toothbrush,RightGirls,28210,4884,191740,1543,386.0,142.0,1082.0,4,0.0,145.0,RightGirls,3.85411,317,158.0,142.0,175.0,2,3144.0,142.0,3.74358,1568,523.0,142.0,1281.0,3,0.0,145.0,1651,550.0,145.0,1340.0,3,0.0,145.0,0,-1.0,-1.0,0,-1.0,1,3544.0,145.0,507.47,439.51
VT122,VT122,Timeline1,Toothbrush,1,Toothbrush,toothbrush_target,289,4884,191740,0,0.0,0.0,0.0,0,4884.0,0.0,RightGirls,3.763625230769231,0,0.0,0.0,0.0,0,4884.0,0.0,3.763625230769231,0,0.0,0.0,0.0,0,4884.0,0.0,0,0.0,0.0,0.0,0,4884.0,0.0,1,4851.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT123,VT123,Timeline1,Crown,1,Crown,bed,87780,5318,125331,242,242.0,242.0,242.0,1,3484.0,242.0,book,3.29646,242,242.0,242.0,242.0,1,3484.0,242.0,3.29646,242,242.0,242.0,242.0,1,3484.0,242.0,325,325.0,325.0,325.0,1,3401.0,325.0,0,-1.0,-1.0,0,-1.0,0,3401.0,3726.0,408.97,141.41
VT123,VT123,Timeline1,Crown,1,Crown,book,1106,5318,125331,142,142.0,142.0,142.0,1,4209.0,142.0,book,3.28368,142,142.0,142.0,142.0,1,4209.0,142.0,3.28368,142,142.0,142.0,142.0,1,4209.0,142.0,158,158.0,158.0,158.0,1,4193.0,158.0,0,-1.0,-1.0,0,-1.0,0,4193.0,4351.0,83.04,44.44
VT123,VT123,Timeline1,Crown,1,Crown,clock,420,5318,125331,0,0.0,0.0,0.0,0,5318.0,0.0,book,3.1875510344827593,0,0.0,0.0,0.0,0,5318.0,0.0,3.1875510344827593,0,0.0,0.0,0.0,0,5318.0,0.0,0,0.0,0.0,0.0,0,5318.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT123,VT123,Timeline1,Crown,1,Crown,crown_target,973,5318,125331,275,275.0,275.0,275.0,1,3918.0,275.0,book,3.23696,275,275.0,275.0,275.0,1,3918.0,275.0,3.23696,275,275.0,275.0,275.0,1,3918.0,275.0,308,308.0,308.0,308.0,1,3884.0,308.0,0,-1.0,-1.0,0,-1.0,0,3884.0,4193.0,187.06,83.04
VT123,VT123,Timeline1,Crown,1,Crown,flower,2658,5318,125331,233,233.0,233.0,233.0,1,1718.0,233.0,book,3.35237,233,233.0,233.0,233.0,1,1718.0,233.0,3.35237,233,233.0,233.0,233.0,1,1718.0,233.0,275,275.0,275.0,275.0,1,1676.0,275.0,0,-1.0,-1.0,0,-1.0,0,1676.0,1951.0,344.15,355.24
VT123,VT123,Timeline1,Crown,1,Crown,hat,1217,5318,125331,0,0.0,0.0,0.0,0,5318.0,0.0,book,3.1875510344827593,0,0.0,0.0,0.0,0,5318.0,0.0,3.1875510344827593,0,0.0,0.0,0.0,0,5318.0,0.0,0,0.0,0.0,0.0,0,5318.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT123,VT123,Timeline1,Crown,1,Crown,lamp,13169,5318,125331,167,167.0,167.0,167.0,1,2751.0,167.0,book,3.16118,167,167.0,167.0,167.0,1,2751.0,167.0,3.16118,167,167.0,167.0,167.0,1,2751.0,167.0,200,200.0,200.0,200.0,1,2718.0,200.0,0,-1.0,-1.0,0,-1.0,0,2718.0,2918.0,210.97,178.48
VT123,VT123,Timeline1,Crown,1,Crown,mirror,2076,5318,125331,0,0.0,0.0,0.0,0,5318.0,0.0,book,3.1875510344827593,0,0.0,0.0,0.0,0,5318.0,0.0,3.1875510344827593,0,0.0,0.0,0.0,0,5318.0,0.0,0,0.0,0.0,0.0,0,5318.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT123,VT123,Timeline1,Crown,1,Crown,shoes,4204,5318,125331,217,217.0,217.0,217.0,1,2010.0,217.0,book,3.28656,217,217.0,217.0,217.0,1,2010.0,217.0,3.28656,217,217.0,217.0,217.0,1,2010.0,217.0,275,275.0,275.0,275.0,1,1951.0,275.0,0,-1.0,-1.0,0,-1.0,0,1951.0,2226.0,355.24,420.46
VT123,VT123,Timeline1,Crown,1,Crown,wardrobe,24359,5318,125331,283,142.0,108.0,175.0,2,2284.0,175.0,book,3.28222,283,142.0,108.0,175.0,2,2284.0,175.0,3.28222,283,142.0,108.0,175.0,2,2284.0,175.0,358,179.0,125.0,233.0,2,2226.0,233.0,0,-1.0,-1.0,0,-1.0,0,2226.0,2460.0,420.46,144.95
VT123,VT123,Timeline1,findDice,1,findDice,bottom cheese cluster,27729,2550,121013,44,44.0,44.0,44.0,1,0.0,44.0,dice_target,2.80526,0,0.0,0.0,0.0,0,2550.0,0.0,2.80526,44,44.0,44.0,44.0,1,0.0,44.0,44,44.0,44.0,44.0,1,0.0,44.0,0,-1.0,-1.0,0,-1.0,0,0.0,44.0,0.0,437.15
VT123,VT123,Timeline1,findDice,1,findDice,center cheese cluster,38477,2550,121013,0,0.0,0.0,0.0,0,2550.0,0.0,dice_target,3.1875510344827593,0,0.0,0.0,0.0,0,2550.0,0.0,3.1875510344827593,0,0.0,0.0,0.0,0,2550.0,0.0,0,0.0,0.0,0.0,0,2550.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT123,VT123,Timeline1,findDice,1,findDice,dice_target,7136,2550,121013,615,307.0,125.0,490.0,2,1911.0,125.0,dice_target,3.05726,125,125.0,125.0,125.0,1,1911.0,125.0,3.05014,640,640.0,640.0,640.0,1,1911.0,640.0,648,648.0,648.0,648.0,1,1902.0,648.0,0,-1.0,-1.0,0,-1.0,1,1902.0,0.0,35.09,0.0
VT123,VT123,Timeline1,findDice,1,findDice,left cheese cluster,87823,2550,121013,0,0.0,0.0,0.0,0,2550.0,0.0,dice_target,3.1875510344827593,0,0.0,0.0,0.0,0,2550.0,0.0,3.1875510344827593,0,0.0,0.0,0.0,0,2550.0,0.0,0,0.0,0.0,0.0,0,2550.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT123,VT123,Timeline1,findDice,1,findDice,mouse 1,4951,2550,121013,0,0.0,0.0,0.0,0,2550.0,0.0,dice_target,3.1875510344827593,0,0.0,0.0,0.0,0,2550.0,0.0,3.1875510344827593,0,0.0,0.0,0.0,0,2550.0,0.0,0,0.0,0.0,0.0,0,2550.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT123,VT123,Timeline1,findDice,1,findDice,mouse 2,2624,2550,121013,0,0.0,0.0,0.0,0,2550.0,0.0,dice_target,3.1875510344827593,0,0.0,0.0,0.0,0,2550.0,0.0,3.1875510344827593,0,0.0,0.0,0.0,0,2550.0,0.0,0,0.0,0.0,0.0,0,2550.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT123,VT123,Timeline1,findDice,1,findDice,mouse 3,3226,2550,121013,0,0.0,0.0,0.0,0,2550.0,0.0,dice_target,3.1875510344827593,0,0.0,0.0,0.0,0,2550.0,0.0,3.1875510344827593,0,0.0,0.0,0.0,0,2550.0,0.0,0,0.0,0.0,0.0,0,2550.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT123,VT123,Timeline1,findDice,1,findDice,mouse 4,3810,2550,121013,217,217.0,217.0,217.0,1,1161.0,217.0,dice_target,3.00315,217,217.0,217.0,217.0,1,1161.0,217.0,3.00315,217,217.0,217.0,217.0,1,1161.0,217.0,250,250.0,250.0,250.0,1,1128.0,250.0,0,-1.0,-1.0,0,-1.0,0,1128.0,1378.0,269.33,383.56
VT123,VT123,Timeline1,findDice,1,findDice,mouse 5,4404,2550,121013,0,0.0,0.0,0.0,0,2550.0,0.0,dice_target,3.1875510344827593,0,0.0,0.0,0.0,0,2550.0,0.0,3.1875510344827593,0,0.0,0.0,0.0,0,2550.0,0.0,0,0.0,0.0,0.0,0,2550.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT123,VT123,Timeline1,findDice,1,findDice,mouse 6,3221,2550,121013,0,0.0,0.0,0.0,0,2550.0,0.0,dice_target,3.1875510344827593,0,0.0,0.0,0.0,0,2550.0,0.0,3.1875510344827593,0,0.0,0.0,0.0,0,2550.0,0.0,0,0.0,0.0,0.0,0,2550.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT123,VT123,Timeline1,findDice,1,findDice,mouse 7,5649,2550,121013,0,0.0,0.0,0.0,0,2550.0,0.0,dice_target,3.1875510344827593,0,0.0,0.0,0.0,0,2550.0,0.0,3.1875510344827593,0,0.0,0.0,0.0,0,2550.0,0.0,0,0.0,0.0,0.0,0,2550.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT123,VT123,Timeline1,findDice,1,findDice,mouse 8,3552,2550,121013,0,0.0,0.0,0.0,0,2550.0,0.0,dice_target,3.1875510344827593,0,0.0,0.0,0.0,0,2550.0,0.0,3.1875510344827593,0,0.0,0.0,0.0,0,2550.0,0.0,0,0.0,0.0,0.0,0,2550.0,0.0,0,-1.0,-1.0,0,-1.0,0,0.0,0.0,0.0,0.0
VT123,VT123,Timeline1,findDice,1,findDice,Polygon,31183,2550,121013,500,250.0,175.0,325.0,2,103.0,175.0,dice_target,2.81945,500,250.0,175.0,325.0,2,103.0,175.0,2.81945,500,250.0,175.0,325.0,2,103.0,175.0,600,300.0,233.0,367.0,2,44.0,233.0,0,-1.0,-1.0,0,-1.0,0,44.0,278.0,437.15,216.98
VT123,VT123,Timeline1,findDice,1,findDice,right cheese cluster,62055,2550,121013,267,267.0,267.0,267.0,1,1428.0,267.0,dice_target,3.07461,267,267.0,267.0,267.0,1,1428.0,267.0,3.07461,267,267.0,267.0,267.0,1,1428.0,267.0,317,317.0,317.0,317.0,1,1378.0,317.0,0,-1.0,-1.0,0,-1.0,0,1378.0,1694.0,383.56,164.68
VT123,VT123,Timeline1,Hat,1,Hat,curtain,35275,6318,130648,925,231.0,183.0,267.0,4,0.0,242.0,hat_target,3.3363,683,228.0,183.0,267.0,3,2950.0,267.0,3.27383,958,479.0,242.0,717.0,2,0.0,242.0,1016,508.0,242.0,775.0,2,0.0,242.0,0,-1.0,-1.0,0,-1.0,2,2891.0,242.0,304.07,364.8
VT123,VT123,Timeline1,Hat,1,Hat,flower,7678,6318,130648,517,258.0,242.0,275.0,2,1308.0,275.0,hat_target,3.13246,517,258.0,242.0,275.0,2,1308.0,275.0,3.13246,517,258.0,242.0,275.0,2,1308.0,275.0,583,292.0,267.0,317.0,2,1266.0,317.0,0,-1.0,-1.0,0,-1.0,0,1266.0,1583.0,264.1,164.96
VT123,VT123,Timeline1,Hat,1,Hat,hat_target,818,6318,130648,910,910.0,910.0,910.0,1,5408.0,910.0,hat_target,3.11047,0,0.0,0.0,0.0,0,6318.0,0.0,3.11047,910,910.0,910.0,910.0,1,5408.0,910.0,927,927.0,927.0,927.0,1,5391.0,927.0,0,-1.0,-1.0,0,-1.0,0,5391.0,0.0,47.9,0.0
